@relation SINE1
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.261,0.329,n
0.236,0.584,n
0.777,0.150,p
0.206,0.489,n
0.204,0.695,n
0.661,0.926,n
0.553,0.131,n
0.213,0.508,n
0.322,0.235,p
0.604,0.067,p
0.350,0.635,n
0.246,0.229,p
0.319,0.649,n
0.768,0.233,p
0.194,0.098,p
0.166,0.927,n
0.774,0.901,n
0.734,0.122,p
0.445,0.267,p
0.838,0.895,n
0.819,0.960,n
0.032,0.861,p
0.390,0.941,n
0.057,0.807,n
0.250,0.790,n
0.808,0.679,p
0.602,0.529,p
0.399,0.186,p
0.680,0.324,p
0.611,0.111,p
0.751,0.476,n
0.797,0.659,p
0.395,0.477,p
0.737,0.743,p
0.464,0.404,p
0.859,0.354,p
0.427,0.236,p
0.947,0.284,p
0.369,0.870,n
0.181,0.420,n
0.039,0.455,n
0.271,0.942,n
0.701,0.133,p
0.928,0.028,p
0.758,0.426,p
0.437,0.458,n
0.794,0.798,n
0.246,0.438,n
0.213,0.622,n
0.410,0.829,n
0.312,0.951,n
0.993,0.569,p
0.119,0.998,n
0.117,0.059,p
0.270,0.406,n
0.212,0.132,p
0.417,0.867,n
0.472,0.717,n
0.023,0.108,n
0.323,0.913,n
0.752,0.449,n
0.407,0.393,p
0.584,0.384,p
0.268,0.185,p
0.936,0.206,p
0.820,0.764,p
0.523,0.015,p
0.939,0.403,p
0.859,0.401,p
0.389,0.699,n
0.159,0.367,n
0.539,0.060,p
0.996,0.798,p
0.052,0.631,p
0.474,0.536,n
0.734,0.938,n
0.256,0.998,p
0.306,0.754,n
0.825,0.169,p
0.472,0.764,n
0.224,0.400,n
0.416,0.279,p
0.670,0.335,p
0.099,0.580,n
0.451,0.833,n
0.396,0.288,p
0.808,0.523,n
0.119,0.518,n
0.957,0.373,p
0.234,0.099,p
0.832,0.786,n
0.120,0.349,n
0.593,0.713,n
0.187,0.765,p
0.004,0.068,n
0.850,0.507,p
0.928,0.422,p
0.207,0.158,p
0.618,0.188,p
0.769,0.997,n
0.165,0.201,n
0.761,0.148,p
0.228,0.089,p
0.077,0.927,n
0.495,0.147,p
0.966,0.310,p
0.633,0.244,p
0.983,0.695,p
0.469,0.014,p
0.208,0.596,n
0.455,0.395,p
0.631,0.815,n
0.447,0.949,n
0.883,0.376,p
0.360,0.305,p
0.723,0.451,p
0.081,0.144,n
0.796,0.150,p
0.375,0.022,p
0.131,0.866,n
0.174,0.193,n
0.976,0.162,p
0.715,0.539,p
0.572,0.828,n
0.216,0.250,n
0.877,0.589,p
0.925,0.181,p
0.275,0.863,p
0.504,0.225,p
0.667,0.254,p
0.298,0.556,n
0.819,0.883,n
0.658,0.453,p
0.900,0.388,p
0.070,0.807,n
0.786,0.808,n
0.519,0.939,n
0.453,0.854,n
0.589,0.287,p
0.077,0.006,p
0.587,0.378,p
0.368,0.353,p
0.528,0.782,n
0.884,0.574,p
0.573,0.460,n
0.242,0.635,n
0.119,0.634,n
0.156,0.511,n
0.189,0.550,n
0.113,0.073,p
0.956,0.770,n
0.486,0.140,n
0.103,0.384,n
0.357,0.377,n
0.966,0.743,n
0.052,0.609,n
0.868,0.294,p
0.093,0.715,n
0.876,0.933,n
0.610,0.335,p
0.165,0.645,n
0.728,0.926,n
0.374,0.220,n
0.166,0.787,n
0.483,0.182,n
0.834,0.769,n
0.589,0.113,p
0.733,0.612,p
0.568,0.412,p
0.476,0.870,n
0.222,0.731,n
0.107,0.033,p
0.115,0.825,n
0.514,0.917,n
0.008,0.931,n
0.612,0.407,p
0.382,0.626,n
0.122,0.194,n
0.494,0.565,n
0.814,0.795,n
0.993,0.279,p
0.055,0.167,n
0.680,0.751,n
0.490,0.118,p
0.761,0.495,n
0.903,0.211,p
0.905,0.168,p
0.853,0.931,n
0.252,0.298,n
0.939,0.332,p
0.795,0.234,p
0.355,0.886,n
0.026,0.822,n
0.481,0.607,n
0.510,0.128,p
0.548,0.806,n
0.586,0.710,n
0.902,0.425,p
0.084,0.080,p
0.683,0.890,n
0.254,0.334,n
0.573,0.490,p
0.839,0.998,n
0.062,0.756,n
0.815,0.364,p
0.053,0.655,n
0.875,0.542,p
0.418,0.129,p
0.926,0.495,n
0.559,0.602,n
0.529,0.996,n
0.039,0.194,n
0.520,0.916,n
0.840,0.708,p
0.888,0.696,p
0.845,0.794,n
0.367,0.348,p
0.959,0.095,p
0.368,0.764,n
0.837,0.085,p
0.795,0.357,n
0.452,0.909,n
0.786,0.581,p
0.098,0.216,n
0.118,0.747,n
0.895,0.700,n
0.087,0.195,n
0.149,0.224,n
0.297,0.515,n
0.680,0.377,p
0.253,0.644,n
0.877,0.888,n
